,song_title,artist,acousticness,danceability,duration_ms,energy,instrumentalness,loudness,tempo,valence
1586,My Favorite Snack,Imagination Movers,0.0336,0.89,129187,0.891,0.0,-5.542,119.993,0.947
1587,Curse of the Spinach,Trout Fishing in America,0.649,0.603,100693,0.355,0.0,-9.624,111.405,0.441
1588,Mosquito Burrito,Roger Day,0.519,0.567,160133,0.436,0.0,-9.45,97.206,0.598
1589,C'mon Let's Make A Pizza,We Kids Rock,0.147,0.554,191947,0.844,7.27e-06,-7.763,159.119,0.935
1590,Jelly On A Plate,The Kids Band,0.461,0.873,127227,0.511,1.22e-06,-12.303,127.93,0.972
1591,Little Green Apple,Tumble Tots,0.741,0.941,47547,0.256,1.06e-05,-11.478,110.082,0.545
1592,Always Chew Your Food,Trout Fishing in America,0.809,0.802,156373,0.288,0.0,-11.372,119.882,0.722
1593,"Icy, Creamy Ice Cream",Barney,0.278,0.693,87705,0.578,1.52e-06,-11.129,78.158,0.851
1594,"Lyric Pieces, Book I Op. 12: I. Arietta",Edvard Grieg,0.995,0.471,82293,0.0148,0.934,-33.097,102.271,0.183
1595,"String Quartet No. 4 in C Major, D. 46: II. Andante con moto",Franz Schubert,0.915,0.277,295747,0.0156,0.00654,-24.801,117.119,0.0855
1596,"8 Fantasiestücke, Op.12 : 1. Des Abends",Robert Schumann,0.995,0.333,221173,0.0288,0.819,-31.367,100.189,0.0857
1597,"String Quartet No. 5 in C Major, Op. 29, ""Serenade"": II. Ballata: Allegretto scherzando",Wilhelm Stenhammar,0.971,0.338,455307,0.0539,0.328,-21.863,103.861,0.205
1598,"Piano Quartet in E flat, Op.47: 3. Andante cantabile",Robert Schumann,0.953,0.156,458000,0.023,0.338,-31.082,140.715,0.0588
1599,"Piano Sonata No. 18 in G Major, Op. 78, D. 894: IV. Allegretto",Franz Schubert,0.993,0.294,621280,0.142,0.912,-20.374,94.296,0.199
1600,"Trio Sonata in G Major, Wq. 144: I. Adagio",Carl Philipp Emanuel Bach,0.913,0.152,275653,0.0626,0.00204,-20.947,137.174,0.0484
1601,"Trio No. 2 en Mi Mineur, Op. 92: III. Andante con moto",Camille Saint-Saëns,0.983,0.236,260000,0.0632,0.452,-21.189,133.959,0.0559
1602,"String Quintet in C Major, Op. 29: II. Adagio molto espressivo",Ludwig van Beethoven,0.951,0.173,649415,0.0619,0.526,-20.788,72.695,0.0886
1603,Viola Sonata in C Minor: III. Andante con variazioni,Felix Mendelssohn,0.991,0.295,784013,0.0918,0.884,-22.769,98.939,0.119
1604,Magic City,Wahlstedt,0.0841,0.757,175238,0.867,0.0992,-2.529,125.962,0.518
1605,Livin' 4 Ya,MOTi,0.0319,0.514,184762,0.862,0.171,-6.329,126.112,0.487
1606,Last Chance,Kaskade,0.0682,0.412,257846,0.83,0.00739,-4.976,127.894,0.239
1607,Nite Time - Ruby & Tony Radio Edit,George Acosta,0.00623,0.654,236308,0.728,0.404,-8.477,130.006,0.281
1608,Satellites,DubVision,0.043,0.638,196132,0.828,0.0,-4.53,122.037,0.102
1609,Can't Take It,Breathe Carolina,0.0316,0.591,185171,0.881,0.00203,-4.073,128.076,0.16
1610,All Aloud,Adrian Lux,0.059,0.624,187838,0.732,0.0142,-6.372,132.025,0.292
1611,Close,IZECOLD,0.282,0.369,187549,0.801,0.0,-5.302,128.09,0.311
1612,Cascade - Original Mix,Tommy Trash,0.0058,0.704,377153,0.962,0.128,-3.095,127.997,0.0727
1613,Waiting,Dash Berlin,0.141,0.48,179893,0.878,0.0,-6.59,136.006,0.19
1614,Everytime We Touch,David Guetta - Sébastian Ingrosso - Joachim Garraud - Chris Willis - Steve Angello,0.0086,0.707,220640,0.471,0.00839,-7.667,125.014,0.354
1615,Milky Way,Madison Mars,0.00732,0.623,192000,0.975,0.16,-2.632,125.94,0.247
1616,You,Galantis,0.00837,0.184,221286,0.871,0.167,-3.245,127.972,0.213
1617,La Tromba Risin' (feat. Tasita D'Mour),Chris Lake,0.024,0.691,381732,0.951,0.0412,-4.989,126.989,0.617
1618,Crash 2.0 (Adventure Club vs. DallasK),Adventure Club,0.00259,0.66,254879,0.652,0.0,-4.747,127.977,0.167
1619,Raven,John Dahlbäck,0.00338,0.569,190155,0.896,0.958,-3.114,128.083,0.113
1620,Icarus - Black Caviar Remix,R3hab,0.00689,0.798,194000,0.809,0.0765,-5.898,120.044,0.766
1621,Wasted Love (feat. Dougy),Steve Angello,0.475,0.539,209531,0.936,0.104,-3.803,128.015,0.211
1622,Summer,Marshmello,0.00695,0.583,233239,0.748,0.0241,-4.798,142.029,0.234
1623,Catch Me (feat. Naaz),Flux Pavilion,0.0362,0.56,162383,0.916,0.000963,-3.328,144.933,0.577
1624,Save the World - Radio Mix,Swedish House Mafia,0.0144,0.507,213338,0.665,0.0,-7.598,126.879,0.406
1625,"Wild One Two - feat. David Guetta, Nicky Romero & Sia",Jack Back,0.00164,0.703,346930,0.684,0.000378,-6.532,126.027,0.222
1626,Fire In Your New Shoes (feat. Martina of Dragonette) - Sultan & Ned Shepard Electric Daisy Remix,Kaskade,0.00136,0.526,322227,0.861,0.732,-5.871,128.032,0.114
1627,Calling (Lose My Mind) - Radio Edit,Sebastian Ingrosso,0.0124,0.412,205440,0.871,0.000128,-4.893,125.043,0.132
1628,Language,Porter Robinson,0.0168,0.737,368476,0.614,0.0534,-6.001,127.987,0.394
1629,Strobe - Radio Edit,deadmau5,8.45e-05,0.649,214042,0.706,0.831,-7.209,128.032,0.0744
1630,Seek Bromance (Avicii Vocal Edit) - Avicii Vocal Edit,Tim Berg,0.0896,0.49,200992,0.811,0.0,-2.524,125.965,0.564
1631,Poison,Martin Garrix,0.00429,0.502,248447,0.756,0.769,-6.118,128.125,0.0605
1632,Take Over Control - Radio Edit,Afrojack,0.241,0.713,208620,0.81,0.0,-3.353,130.006,0.667
1633,Teenage Crime - Axwell & Henrik B Remode,Adrian Lux,0.00338,0.575,300013,0.913,0.816,-6.081,128.014,0.208
1634,Light It Up (feat. Nyla & Fuse ODG) [Remix],Major Lazer,0.0375,0.747,166138,0.877,0.000833,-3.782,107.991,0.763
1635,Turn Me Up - ViP Mix,MOTi,0.021,0.719,251429,0.81,0.672,-4.769,126.033,0.483
1636,Together,Martin Garrix,0.0732,0.509,221274,0.729,2.73e-05,-4.773,127.871,0.185
1637,Whatcha Need,W&W,0.0663,0.393,147231,0.94,0.00264,-3.894,129.958,0.293
1638,Levels - Radio Edit,Avicii,0.0534,0.605,199904,0.873,0.837,-5.938,126.026,0.47
1639,Faded,Alan Walker,0.0291,0.589,212627,0.651,3.2e-06,-5.097,90.011,0.161
1640,Move for Me,Kaskade,0.0344,0.561,235873,0.771,0.000151,-5.533,128.025,0.212
1641,Turn up the Speakers - Radio Edit,Afrojack,0.09,0.692,183747,0.898,0.941,-5.276,127.993,0.331
1642,Counting Down The Days - Yotto Edit,Above & Beyond,0.00233,0.672,295035,0.785,0.127,-4.473,122.999,0.352
1643,Summer Dreams,Michael Brun,0.00626,0.691,203302,0.721,0.000562,-6.206,117.021,0.463
1644,Changes - Dirty South Remix,Chris Lake Feat. Laura V,0.000552,0.841,485293,0.673,0.419,-7.361,127.006,0.197
1645,Heroes (we could be),Alesso,0.031,0.51,210013,0.747,0.0,-4.124,125.951,0.349
1646,Everything,R3hab,0.0583,0.516,174500,0.786,1.77e-06,-5.514,130.069,0.182
1647,Lean On (feat. MØ & DJ Snake),Major Lazer,0.00346,0.723,176561,0.809,0.00123,-3.081,98.007,0.271
1648,Starlight - Radio Mix,SOVI,0.00354,0.568,196000,0.928,0.0211,-3.556,122.997,0.57
1649,City Of Dreams - Radio Edit,Dirty South,0.0028,0.476,226867,0.815,0.00593,-5.073,127.964,0.144
1650,Chords Of Life - Original Mix,Tim Mason,0.00388,0.605,325714,0.642,0.598,-7.002,125.967,0.157
1651,Blackout - Madison Mars Radio Mix,Tritonal,0.0856,0.605,235000,0.884,0.000162,-3.094,125.989,0.364
1652,Freak,Friction,0.00273,0.408,247655,0.849,3.04e-05,-5.284,174.029,0.141
1653,Skyscrapers,Daydreamer,0.00158,0.598,383495,0.534,0.124,-5.666,115.005,0.0473
1654,Chemicals - Radio Edit,Tiësto,0.0344,0.529,222075,0.955,4.55e-05,-2.59,125.988,0.102
1655,Run Wild - Alternative Edit Mix Cut,Hardwell,0.00481,0.475,224973,0.838,0.0,-2.948,127.921,0.236
1656,Blackout,Pegboard Nerds,0.0111,0.668,212323,0.977,0.17,-2.673,128.06,0.561
1657,Rock The House - Radio Edit,Afrojack,0.0178,0.69,230792,0.841,0.79,-5.592,130.052,0.533
1658,Sweet Memories,CID,0.0268,0.624,157452,0.923,0.000228,-5.449,124.994,0.39
1659,Borrowed Lives (feat. NVDES),Pierce Fulton,0.0711,0.719,313580,0.737,0.00285,-5.219,127.991,0.356
1660,Concrete Angel (Radio Edit) (feat. Christina Novelli),Gareth Emery,0.0107,0.631,235025,0.893,0.00632,-5.123,130.015,0.558
1661,Yebisah,Mark Knight,0.0024,0.54,201290,0.933,0.954,-6.784,123.988,0.23
1662,Otherside,Suyano,0.306,0.546,191250,0.772,0.0,-5.311,127.942,0.255
1663,Falling Back - Radio Edit,Cosmic Gate,0.00281,0.608,219398,0.878,4.83e-06,-3.631,128.069,0.326
1664,Fireflies,Owl City,0.0294,0.591,228347,0.649,0.0,-6.72,90.002,0.482
1665,Good Time,Owl City,0.0314,0.559,205933,0.882,1.71e-05,-4.281,126.064,0.644
1666,When Can I See You Again?,Owl City,0.0243,0.631,218093,0.838,0.0,-6.817,127.938,0.392
1667,Verge,Owl City,0.0002,0.55,213026,0.747,1.44e-06,-6.897,128.014,0.185
1668,Vanilla Twilight,Owl City,0.0082,0.581,231707,0.526,0.000369,-7.584,166.151,0.551
1669,You Make Me Wanna...,Usher,0.0359,0.761,219120,0.639,0.0,-7.577,164.088,0.933
1670,Can't You See,Total,0.157,0.715,277320,0.721,1.75e-06,-5.622,86.26,0.814
1671,Lost Without U,Robin Thicke,0.27,0.67,254147,0.348,0.0,-12.229,113.306,0.81
1672,'Till I Collapse,Eminem,0.0757,0.572,297893,0.853,0.0,-3.203,171.297,0.0995
1673,$ave Dat Money (feat. Fetty Wap & Rich Homie Quan),Lil Dicky,0.114,0.858,290836,0.697,0.0,-5.361,98.012,0.365
1674,Calm Down,G-Eazy,0.000175,0.537,127427,0.624,2.2e-06,-8.794,102.315,0.4
1675,Remember The Name (feat. Styles Of Beyond),Fort Minor,0.0583,0.688,230493,0.835,2.87e-06,-4.162,84.858,0.879
1676,Mind Tricks,Bassnectar,0.00436,0.578,233182,0.909,0.00128,-3.672,87.983,0.518
1677,Help,Papa Roach,0.00107,0.507,215291,0.918,8.7e-06,-4.684,92.006,0.275
1678,Follow You,Bring Me The Horizon,0.0765,0.54,231107,0.661,0.0,-5.534,90.012,0.509
1679,Snow Cats,AFI,0.00278,0.231,200920,0.791,0.00055,-4.297,87.337,0.404
1680,Paranoia,A Day To Remember,4.82e-05,0.409,200677,0.992,2.03e-06,-2.803,149.859,0.339
1681,Hated,Beartooth,0.000285,0.458,211430,0.99,0.000893,-3.717,166.904,0.462
1682,Shock Me,Baroness,4.24e-05,0.396,257120,0.912,0.631,-4.026,125.923,0.146
1683,The Devil's Bleeding Crown,Volbeat,1.85e-05,0.55,238653,0.917,0.214,-4.575,109.552,0.247
1684,Go Down in History,Four Year Strong,6.04e-05,0.505,219763,0.985,1.02e-05,-4.401,119.993,0.267
1685,Serpents,Neck Deep,2.79e-05,0.351,165047,0.915,0.0725,-4.53,184.815,0.457
1686,Black Honey,Thrice,0.00267,0.442,239451,0.892,7.92e-06,-6.431,151.914,0.258
1687,Chop Suey!,System Of A Down,0.000353,0.42,210240,0.929,0.000747,-3.899,127.204,0.318
1688,Something To Believe In,Young the Giant,0.0245,0.623,228467,0.886,0.0,-3.044,92.021,0.691
1689,She Hates Me,Puddle Of Mudd,0.00643,0.585,216760,0.757,0.0,-5.424,109.781,0.615
1690,Don't Threaten Me With A Good Time,Panic! At The Disco,0.0154,0.559,213093,0.895,0.0,-4.476,183.825,0.563
1691,Sex on Fire,Kings of Leon,0.00172,0.542,203347,0.905,0.0104,-5.653,153.398,0.365
1692,Cold,Maroon 5,0.122,0.7,234308,0.714,0.0,-6.295,99.909,0.482
1693,It Ain't Me (with Selena Gomez),Kygo,0.119,0.64,220781,0.533,0.0,-6.596,99.968,0.5
1694,Bring Me the Night,Sam Tsui feat. Kina Grannis,0.687,0.393,239451,0.505,0.0,-7.048,163.938,0.205
1695,Crush,David Archuleta,0.0109,0.599,212013,0.677,8.04e-06,-4.722,81.021,0.458
1696,Song 2 You,Victorious Cast,0.0576,0.591,218373,0.866,0.0,-2.877,86.981,0.496
1697,L.A. Boyz,Victorious Cast feat. Victoria Justice and Ariana Grande,0.0109,0.616,179600,0.91,0.0,-3.316,150.038,0.709
1698,Faster than Boyz,Victorious Cast,0.0197,0.593,194893,0.814,0.0,-4.802,146.919,0.47
1699,Bad Boys,Victorious Cast,0.000501,0.581,197160,0.86,0.0,-3.459,122.941,0.48
1700,"Too Little, Too Late",JoJo,0.0123,0.428,221720,0.781,1.47e-05,-5.032,82.353,0.72
1701,Fast Car (feat. Kina Grannis),Kina Grannis,0.799,0.66,304293,0.255,0.0,-9.79,103.087,0.508
1702,In Your Arms,Kina Grannis,0.474,0.672,184960,0.396,0.0,-9.489,130.015,0.464
1703,Valentine,Kina Grannis,0.292,0.862,150707,0.351,0.0,-11.793,124.964,0.504
1704,The One You Say Goodnight To,Kina Grannis,0.436,0.696,157187,0.439,0.0,-9.438,135.925,0.686
1705,Gone,Kina Grannis,0.167,0.631,253107,0.591,0.0,-7.669,137.917,0.459
1706,Strong Enough,Kina Grannis,0.00634,0.637,195167,0.507,0.0,-9.59,105.932,0.566
1707,Without Me,Kina Grannis,0.226,0.546,231240,0.522,0.0,-7.113,117.299,0.494
1708,L.A. Story,Sammy Adams,0.0784,0.593,208000,0.872,0.0,-4.525,91.964,0.521
1709,Something About the Sunshine,Anna Margaret,0.112,0.688,186800,0.795,0.0,-6.161,125.044,0.773
1710,Like Nobody's Around,Big Time Rush,0.114,0.586,176360,0.896,0.0,-4.572,94.954,0.353
1711,Amazing,Big Time Rush,0.101,0.403,201720,0.883,0.0,-3.385,202.013,0.769
1712,Boyfriend,Big Time Rush,0.0987,0.614,201040,0.857,0.0,-4.171,164.146,0.655
1713,Worldwide,Big Time Rush,0.0735,0.531,224333,0.771,0.0,-6.162,159.973,0.608
1714,Big Time Rush,Big Time Rush,0.0273,0.599,197587,0.888,0.0,-2.931,121.05,0.84
1715,Popular Song,MIKA,0.178,0.644,200613,0.842,0.0,-4.787,99.05,0.852
1716,All About Tonight - featuring Cymphonique Miller,How To Rock Cast,0.0671,0.543,183960,0.852,0.0,-3.737,129.023,0.689
1717,Count On You,Big Time Rush,0.219,0.638,209933,0.705,0.0,-4.47,91.961,0.292
1718,I Know You Know,Big Time Rush,0.0196,0.437,175587,0.802,0.0,-5.709,121.387,0.604
1719,Bring It All to Me,Blaque,0.000479,0.695,218187,0.579,0.0,-5.066,88.957,0.731
1720,Too Close,Next,0.0117,0.85,258113,0.398,0.0,-9.816,99.717,0.717
1721,I'm So Into You,SWV,0.0453,0.841,278467,0.552,0.00154,-10.345,99.018,0.596
1722,Don't Let Go (Love),En Vogue,0.409,0.618,291880,0.688,6.32e-06,-5.867,78.311,0.561
1723,Candy Rain,Soul For Real,0.0029,0.583,271093,0.681,6.03e-05,-8.152,188.256,0.57
1724,Wifey,Next,0.067,0.829,243159,0.652,0.0,-8.693,99.581,0.717
1725,On Bended Knee,Boyz II Men,0.396,0.635,329907,0.53,0.0,-8.1,116.631,0.204
1726,Get It On Tonite,Montell Jordan,0.267,0.809,275080,0.522,1.97e-05,-8.747,99.001,0.879
1727,End Of The Road,Boyz II Men,0.074,0.642,348893,0.421,0.0,-9.32,74.849,0.453
1728,I'll Make Love To You,Boyz II Men,0.105,0.563,235853,0.487,0.0,-7.775,142.53,0.248
1729,Water Runs Dry,Boyz II Men,0.468,0.578,201280,0.375,0.0,-12.951,89.605,0.561
1730,A Song For Mama,Boyz II Men,0.499,0.571,301587,0.447,0.0,-8.757,75.019,0.162
1731,Together Again,Janet Jackson,0.0788,0.873,301200,0.591,0.0071,-8.942,123.091,0.49
1732,Someone To Call My Lover,Janet Jackson,0.135,0.729,272360,0.914,0.000672,-4.043,127.907,0.918
1733,Escapade,Janet Jackson,0.0264,0.815,283934,0.944,0.00038,-6.698,115.219,0.681
1734,Bye Bye Bye,*NSYNC,0.0198,0.571,199640,0.87,6.6e-06,-3.877,172.716,0.815
1735,This I Promise You - Radio Edit,*NSYNC,0.3,0.55,266293,0.563,0.0,-7.019,166.004,0.462
1736,It's Gonna Be Me,*NSYNC,0.0479,0.647,191280,0.87,0.0,-4.702,165.103,0.906
1737,God Must Have Spent a Little More Time on You - Remix,*NSYNC,0.44,0.468,243493,0.535,0.0,-8.264,168.001,0.298
1738,I Want You Back - Radio Edit,*NSYNC,0.0743,0.754,199787,0.946,0.000391,-2.149,112.042,0.865
1739,Pop - Radio Version,*NSYNC,0.0412,0.841,175520,0.866,0.0,-6.342,119.941,0.875
1740,Tearin' up My Heart - Radio Edit,*NSYNC,0.00799,0.685,209560,0.872,0.0,-6.939,110.046,0.806
1741,As Long as You Love Me,Backstreet Boys,0.16,0.773,211907,0.801,0.0,-5.562,98.205,0.8
1742,Quit Playing Games (With My Heart),Backstreet Boys,0.066,0.798,232027,0.862,1.65e-06,-4.95,100.031,0.893
1743,I'll Never Break Your Heart,Backstreet Boys,0.0877,0.527,287027,0.578,0.0,-6.012,162.11,0.35
1744,All I Have to Give,Backstreet Boys,0.0563,0.729,274827,0.561,0.0,-7.162,95.981,0.395
1745,The Call,Backstreet Boys,0.117,0.697,203600,0.856,0.0,-4.439,104.202,0.732
1746,I Want It That Way,Backstreet Boys,0.24,0.683,213027,0.687,0.0,-5.833,99.035,0.486
1747,Show Me the Meaning of Being Lonely,Backstreet Boys,0.245,0.634,234587,0.624,0.0,-5.095,167.992,0.668
1748,Shape of My Heart,Backstreet Boys,0.252,0.571,230280,0.77,0.0,-5.46,96.09,0.529
1749,I'll Be Missing You (feat. 112),Diddy,0.0522,0.862,301520,0.479,0.00126,-9.199,109.878,0.919
1750,I Need A Girl (Part One) (feat. Usher & Loon),Diddy,0.397,0.66,268800,0.707,0.0,-5.758,89.279,0.779
1751,Where the Party At,Jagged Edge,0.31,0.596,232573,0.661,0.0,-6.239,129.491,0.864
1752,I Wanna Know,Joe,0.26,0.725,296693,0.487,1.09e-05,-5.959,136.086,0.595
1753,Stay,Ne-Yo,0.00819,0.651,232227,0.645,0.0,-6.741,96.394,0.668
1754,So Sick,Ne-Yo,0.273,0.699,207187,0.592,0.0,-8.298,94.933,0.587
1755,When You're Mad,Ne-Yo,0.304,0.654,222000,0.564,0.0,-7.186,86.948,0.458
1756,Sexy Love,Ne-Yo,0.265,0.622,220853,0.503,0.000473,-6.417,93.984,0.6
1757,All My Life,K-Ci & JoJo,0.117,0.634,331240,0.528,2.26e-06,-8.834,128.0,0.187
1758,Take Me There - Remix,Blackstreet,0.0786,0.779,254067,0.711,2.4e-05,-4.054,96.472,0.857
1759,MMMBop,Hanson,0.0058,0.686,267947,0.952,0.00333,-5.169,104.889,0.641
1760,Case Of The Ex (Whatcha Gonna Do),Mýa,0.0565,0.78,236827,0.69,8.19e-05,-4.958,98.002,0.327
1761,My Love Is Like...Wo - Main Mix/Album Version,Mýa,0.207,0.833,209490,0.677,3.92e-06,-6.413,132.876,0.731
1762,Angel of Mine - Radio Mix,Monica,0.00373,0.592,250173,0.562,3.23e-05,-6.869,90.16,0.2
1763,For You I Will,Monica,0.243,0.652,294867,0.473,0.0,-7.981,123.208,0.36
1764,Two Wrongs,Wyclef Jean,0.0862,0.621,230733,0.579,0.0,-8.574,82.897,0.415
1765,Take Me As I Am,Wyclef Jean,0.0925,0.685,257173,0.784,0.0,-4.971,90.89,0.734
1766,Sweetest Girl (Dollar Bill),Wyclef Jean,0.0772,0.733,241133,0.744,0.0,-3.51,92.515,0.528
1767,Slow Jam,Usher,0.0138,0.701,283093,0.457,0.0,-8.562,127.925,0.292
1768,Ironic - 2015 Remastered,Alanis Morissette,0.218,0.408,230000,0.582,0.0,-8.305,114.926,0.34
1769,U Got It Bad,Usher,0.0227,0.816,247840,0.5,1.53e-06,-4.551,124.037,0.654
1770,My Boo,Usher,0.257,0.662,223440,0.507,0.0,-8.238,86.412,0.652
1771,Don't Love You No More (I'm Sorry),Craig David,0.466,0.635,244160,0.54,0.0,-8.122,99.99,0.586
1772,Let Me Love You,Mario,0.163,0.622,249093,0.593,0.0,-8.352,94.364,0.595
1773,Just a Friend 2002 - Radio Edit,Mario,0.00541,0.538,214200,0.677,0.0,-6.099,132.346,0.919
1774,Say My Name,Destiny's Child,0.273,0.713,271333,0.678,0.0,-3.525,138.009,0.738
1775,"Jumpin', Jumpin'",Destiny's Child,0.00543,0.771,230200,0.685,0.00157,-4.639,88.997,0.683
1776,"Independent Women, Pt. I",Destiny's Child,0.362,0.73,221133,0.602,3.69e-06,-3.782,97.954,0.932
1777,"Bills, Bills, Bills",Destiny's Child,0.139,0.845,256027,0.576,0.0,-5.15,127.641,0.455
1778,No More (Baby I'ma Do Right),3LW,0.102,0.721,263440,0.723,4.4e-06,-7.08,88.933,0.769
1779,Summer Is Over feat. Sara Bareilles,Jon McLaughlin,0.0382,0.518,300573,0.666,2.47e-05,-5.306,130.048,0.254
1780,Beautiful Disaster,Jon McLaughlin,0.201,0.415,251640,0.661,0.0,-4.629,156.177,0.283
1781,Human,Jon McLaughlin,0.245,0.319,252053,0.664,0.0,-4.85,112.377,0.441
1782,So Close,Jon McLaughlin,0.787,0.386,226840,0.248,1.49e-06,-11.42,106.259,0.153
1783,In Love With a Girl,Gavin DeGraw,0.0193,0.439,206000,0.906,0.0,-4.8,161.905,0.69
1784,Simple Love Song,Anuhea,0.789,0.764,224987,0.348,0.0,-7.98,119.651,0.773
1785,Honeymoon Avenue,Ariana Grande,0.214,0.685,339733,0.607,0.0,-5.301,125.011,0.463
1786,Tattooed Heart,Ariana Grande,0.413,0.454,194707,0.521,0.0,-4.143,72.28,0.231
1787,Almost Is Never Enough,Nathan Sykes,0.831,0.4,327773,0.337,0.0,-7.404,108.196,0.354
1788,Perfect Harmony,Rags Cast,0.789,0.664,145707,0.32,0.0,-7.356,141.916,0.71
1789,Pyramid (feat. Iyaz),Charice,0.268,0.562,235947,0.659,0.0,-5.234,87.539,0.246
1790,Best Friend,Jason Chen,0.74,0.637,233000,0.659,0.0,-6.964,102.029,0.531
1791,Over And Over Again,Nathan Sykes,0.962,0.47,246896,0.271,0.0,-8.335,129.623,0.396
1792,Put Your Arms Around Me,Natasha Bedingfield,0.126,0.758,222733,0.699,0.0,-4.217,95.011,0.724
1793,Try Everything,Shakira,0.0269,0.704,196853,0.604,0.0,-4.865,115.48,0.486
1794,Starving,Hailee Steinfeld,0.39,0.712,181880,0.62,0.0,-4.187,99.953,0.519
1795,I Dare You,Bea Miller,0.00406,0.616,206013,0.709,2.56e-06,-6.134,122.984,0.545
1796,Force of Nature,Bea Miller,0.771,0.658,241813,0.566,0.0,-6.179,80.035,0.513
1797,Perfect Picture,Bea Miller,0.0305,0.555,187973,0.79,0.0,-5.777,79.016,0.519
1798,Tangled Up In Me,Skye Sweetnam,0.0278,0.51,164347,0.708,3.86e-06,-3.092,188.058,0.767
1799,Why Can't I?,Liz Phair,0.0273,0.487,208360,0.759,0.0,-4.849,80.958,0.238
1800,God Is a DJ,P!nk,0.0901,0.635,225400,0.977,2.61e-06,-3.213,111.955,0.431
1801,Save My Soul,JoJo,0.0637,0.406,224848,0.638,0.0,-6.085,177.916,0.404
1802,Mad Love.,JoJo,0.0368,0.277,244413,0.604,0.0,-3.778,199.519,0.28
1803,Secret Love,JoJo,0.19,0.776,239880,0.507,0.0,-5.752,98.051,0.51
1804,Dear No One,Tori Kelly,0.122,0.498,197847,0.586,0.0,-5.936,81.945,0.489
1805,First Heartbreak,Tori Kelly,0.466,0.657,204960,0.485,0.0,-5.634,135.805,0.402
1806,Video,India.Arie,0.104,0.652,249960,0.621,5.3e-06,-8.677,169.983,0.647
1807,"Beauty and the Beast - From ""Beauty and the Beast""",Ariana Grande,0.152,0.494,227928,0.542,0.0,-6.995,81.34,0.246
1808,I2I,Tevin Campbell,0.0458,0.732,241387,0.772,0.0,-7.974,130.14,0.763
1809,Confetti Falling,Big Time Rush,0.00411,0.557,242973,0.796,0.0,-4.147,127.999,0.452
1810,You Gotta Be,Des'ree,0.211,0.627,245200,0.669,2.72e-06,-9.985,94.029,0.5
1811,Can't Blame a Girl for Trying,Sabrina Carpenter,0.429,0.616,169307,0.401,0.0,-7.318,143.75,0.354
1812,Eyes Wide Open,Sabrina Carpenter,0.00486,0.586,192720,0.637,2.97e-06,-6.621,88.025,0.331
1813,"Wildside - From ""Adventures in Babysitting""",Sofia Carson,0.00397,0.763,187960,0.569,7.85e-05,-5.585,122.988,0.751
1814,Can I Have This Dance,High School Musical Cast,0.256,0.539,243773,0.658,0.0,-5.109,136.357,0.494
1815,Hold On,Wilson Phillips,0.4,0.679,266867,0.657,0.0,-9.897,97.8,0.558
1816,Be My Baby,Bea Miller,0.0156,0.627,164840,0.871,4.63e-06,-4.403,129.059,0.677
1817,Photograph (feat. Bea Miller),Boyce Avenue,0.828,0.717,260187,0.32,0.0,-8.393,107.946,0.331
1818,Closer (feat. Sarah Hyland),Boyce Avenue,0.41,0.694,244189,0.472,0.0,-8.62,95.002,0.466
1819,"Flashlight (Sweet Life Mix) - From ""Pitch Perfect 2"" Soundtrack",Hailee Steinfeld,0.299,0.51,178320,0.602,0.0,-6.317,148.077,0.305
1820,From This Moment On,Shania Twain,0.382,0.428,291640,0.514,0.0,-5.021,135.819,0.141
1821,You're Still The One,Shania Twain,0.45,0.551,212560,0.527,0.0,-7.119,133.758,0.662
1822,Everywhere,Michelle Branch,0.0136,0.523,214827,0.828,0.000255,-4.696,96.952,0.473
1823,Just The Girl,The Click Five,0.00509,0.571,234147,0.89,0.0,-1.6,110.958,0.725
1824,Pieces Of Me,Ashlee Simpson,0.0535,0.5,217440,0.802,0.0,-4.205,174.039,0.743
1825,She Looks So Perfect,5 Seconds of Summer,0.000668,0.493,202496,0.956,0.0,-4.221,160.006,0.467
1826,She's Kinda Hot,5 Seconds of Summer,0.00216,0.659,216454,0.9,0.0,-4.856,118.04,0.882
1827,Billie Jean,Michael Jackson,0.0236,0.92,293827,0.654,0.0158,-3.051,117.046,0.856
1828,Beat It - Single Version,Michael Jackson,0.0491,0.779,258040,0.867,7.98e-06,-3.704,138.858,0.918
1829,Black or White - Single Version,Michael Jackson,0.11,0.758,198507,0.927,0.0285,-2.768,115.076,0.953
1830,The Way You Make Me Feel,Michael Jackson,0.0367,0.608,297400,0.816,0.000554,-5.926,114.484,0.497
1831,Man In The Mirror,Michael Jackson,0.43,0.794,319307,0.798,1.15e-05,-5.639,100.338,0.268
1832,P.Y.T. (Pretty Young Thing),Michael Jackson,0.23,0.888,238733,0.815,0.000424,-4.909,127.273,0.96
1833,Ultimate,Lindsay Lohan,0.00388,0.492,186867,0.797,0.0,-4.666,79.513,0.533
1834,If I Were a Boy,Beyoncé,0.107,0.632,249147,0.518,0.0,-6.126,90.007,0.45
1835,With You,Chris Brown,0.143,0.658,252053,0.696,0.0,-4.293,85.998,0.655
1836,Forever,Chris Brown,0.0371,0.672,278036,0.819,0.000184,-4.457,120.013,0.452
1837,A Thousand Years,Christina Perri,0.309,0.421,285120,0.407,0.000961,-7.445,139.028,0.168
